1985,-294.0
1986,-250.0
1987,-189.0
1988,-311.0
1989,-328.0
1990,-267.0
1991,-239.0
1992,-200.0
1993,-306.0
1994,-306.0
1995,-250.0
1996,-333.0
1997,-267.0
1998,-261.0
1999,-261.0
2000,-233.0
2001,-261.0
2002,-233.0
2003,-267.0
2004,-239.0
2005,-278.0
2006,-233.0
2007,-278.0
2008,-267.0
2009,-233.0
