1985,-289.0
1986,-206.0
1987,-217.0
1988,-228.0
1989,-289.0
1990,-178.0
1991,-178.0
1992,-189.0
1993,-217.0
1994,-267.0
1995,-194.0
1996,-294.0
1997,-239.0
1998,-178.0
1999,-294.0
2000,-233.0
2001,-200.0
2002,-183.0
2003,-206.0
2004,-244.0
2005,-217.0
2006,-189.0
2007,-211.0
2008,-217.0
2009,-239.0
2010,-228.0
2011,-222.0
2012,-161.0
2013,-172.0
2014,-244.0
