1985,7023.0
1986,10907.0
1987,9396.0
1988,4951.0
1989,5316.0
1990,6576.0
1991,7651.0
1992,7720.0
1993,14277.0
1994,6845.0
1995,6557.0
1996,7646.0
1997,6824.0
1998,9304.0
1999,8512.0
2000,6028.0
2001,7149.0
2002,6589.0
2003,5742.0
2004,6956.0
2005,6503.0
2006,6728.0
2007,9720.0
2008,9141.0
2009,7653.0
2010,8433.0
2011,7523.0
2012,5536.0
2013,4064.0
2014,10392.0
