1985,333.0
1986,350.0
1987,350.0
1988,389.0
1989,367.0
1990,367.0
1991,372.0
1992,367.0
1993,344.0
1994,367.0
1995,378.0
1996,356.0
1997,361.0
1998,361.0
1999,383.0
2000,367.0
2001,361.0
2002,372.0
2003,361.0
2004,344.0
2005,383.0
2006,361.0
2007,367.0
2008,328.0
2009,344.0
2010,367.0
2011,383.0
2012,406.0
2013,372.0
2014,350.0
