1985,344.0
1986,339.0
1987,378.0
1988,389.0
1989,361.0
1990,361.0
1991,361.0
1992,333.0
1993,339.0
1994,339.0
1995,367.0
1996,356.0
1997,383.0
1998,356.0
1999,372.0
2000,356.0
2001,372.0
2002,344.0
2003,356.0
2004,322.0
2005,389.0
2006,367.0
2007,394.0
2008,339.0
2009,339.0
2010,356.0
2011,378.0
2012,400.0
2013,361.0
2014,339.0
